title,content,text,category,sentiment,source,url,date,scraped_at,text_length,quality_score,service_relevance
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/19,2025-04-16T23:18:05.320682,2025-11-24T23:18:05.320687,31,0.8797476327750242,0.9565465166844261
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show moderate improvement. 98768 health facilities serve 3928319 population. Maternal mortality rate at 50 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show moderate improvement. 98768 health facilities serve 3928319 population. Maternal mortality rate at 50 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/20,2025-05-11T23:18:05.320703,2025-11-24T23:18:05.320708,155,0.8590268121800015,0.91839028483034
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/21,2025-10-18T23:18:05.320722,2025-11-24T23:18:05.320727,31,0.9368070025208347,0.9372662318349011
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/22,2025-11-20T23:18:05.320740,2025-11-24T23:18:05.320744,31,0.8820043370042396,0.9007217568248236
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show significant improvement. 15275 health facilities serve 106336 population. Maternal mortality rate at 57 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show significant improvement. 15275 health facilities serve 106336 population. Maternal mortality rate at 57 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/23,2025-01-27T23:18:05.320760,2025-11-24T23:18:05.320766,157,0.8556406427128691,0.9094648458923232
CBS_Nepal - Census Report: Education Census Analysis 2024,Education statistics reveal significant progress. 49874 schools educate 237795 students. Literacy rate achieved 87% in target areas.,CBS_Nepal Census Report Education Census Analysis 2024 Education statistics reveal significant progress. 49874 schools educate 237795 students. Literacy rate achieved 87% in target areas.,education,neutral,CBS_Nepal,https://cbs.nepal/report/24,2025-05-31T23:18:05.320782,2025-11-24T23:18:05.320787,132,0.8959443190366791,0.9043548285055588
CBS_Nepal - Census Report: Social_Welfare Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Social_Welfare Census Analysis 2024 Statistical analysis completed.,social_welfare,neutral,CBS_Nepal,https://cbs.nepal/report/25,2025-05-12T23:18:05.320800,2025-11-24T23:18:05.320805,31,0.9116710042521476,0.9463375470951537
CBS_Nepal - Census Report: Employment Census Analysis 2024,Labor force data indicates substantial growth. 99149 employed persons across 10 sectors. Unemployment rate stands at 64%.,CBS_Nepal Census Report Employment Census Analysis 2024 Labor force data indicates substantial growth. 99149 employed persons across 10 sectors. Unemployment rate stands at 64%.,employment,neutral,CBS_Nepal,https://cbs.nepal/report/26,2025-05-04T23:18:05.320820,2025-11-24T23:18:05.320826,121,0.8843205092538384,0.9594697763328875
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/27,2025-07-22T23:18:05.320840,2025-11-24T23:18:05.320846,31,0.9385036001691349,0.9642780125348102
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/28,2025-04-13T23:18:05.320859,2025-11-24T23:18:05.320864,31,0.8508637947848504,0.9192734328436883
CBS_Nepal - Census Report: Environment Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Environment Census Analysis 2024 Statistical analysis completed.,environment,neutral,CBS_Nepal,https://cbs.nepal/report/29,2025-07-03T23:18:05.320877,2025-11-24T23:18:05.320882,31,0.9767338172906846,0.9630003490400564
CBS_Nepal - Census Report: Agriculture Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Agriculture Census Analysis 2024 Statistical analysis completed.,agriculture,neutral,CBS_Nepal,https://cbs.nepal/report/30,2025-10-16T23:18:05.320895,2025-11-24T23:18:05.320900,31,0.8686810559691963,0.9661140069572687
CBS_Nepal - Census Report: Social_Welfare Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Social_Welfare Census Analysis 2024 Statistical analysis completed.,social_welfare,neutral,CBS_Nepal,https://cbs.nepal/report/31,2025-07-14T23:18:05.320914,2025-11-24T23:18:05.320919,31,0.941504241493924,0.9227660930430275
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/32,2024-12-27T23:18:05.320933,2025-11-24T23:18:05.320938,31,0.8810556889060924,0.9167181275518069
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/33,2025-09-19T23:18:05.320952,2025-11-24T23:18:05.320957,31,0.9065244105799424,0.9791829907273744
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/34,2025-04-16T23:18:05.320970,2025-11-24T23:18:05.320975,31,0.9564055148945054,0.9609116267691143
CBS_Nepal - Census Report: Agriculture Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Agriculture Census Analysis 2024 Statistical analysis completed.,agriculture,neutral,CBS_Nepal,https://cbs.nepal/report/35,2025-03-28T23:18:05.320988,2025-11-24T23:18:05.320994,31,0.9678407606300197,0.9521612511662763
CBS_Nepal - Census Report: Governance Census Analysis 2024,Administrative efficiency metrics show substantial performance. 39166 service centers serve 2232631 citizens. Digital adoption at 71%.,CBS_Nepal Census Report Governance Census Analysis 2024 Administrative efficiency metrics show substantial performance. 39166 service centers serve 2232631 citizens. Digital adoption at 71%.,governance,neutral,CBS_Nepal,https://cbs.nepal/report/36,2025-09-25T23:18:05.321009,2025-11-24T23:18:05.321030,134,0.953015693197958,0.9150786348495991
CBS_Nepal - Census Report: Governance Census Analysis 2024,Administrative efficiency metrics show substantial performance. 89705 service centers serve 1999816 citizens. Digital adoption at 95%.,CBS_Nepal Census Report Governance Census Analysis 2024 Administrative efficiency metrics show substantial performance. 89705 service centers serve 1999816 citizens. Digital adoption at 95%.,governance,neutral,CBS_Nepal,https://cbs.nepal/report/37,2025-03-30T23:18:05.321046,2025-11-24T23:18:05.321051,134,0.9041501211468362,0.9447457669098025
CBS_Nepal - Census Report: Social_Welfare Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Social_Welfare Census Analysis 2024 Statistical analysis completed.,social_welfare,neutral,CBS_Nepal,https://cbs.nepal/report/38,2025-10-14T23:18:05.321064,2025-11-24T23:18:05.321069,31,0.9677615704955708,0.9451437786808481
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show significant improvement. 62707 health facilities serve 1083977 population. Maternal mortality rate at 59 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show significant improvement. 62707 health facilities serve 1083977 population. Maternal mortality rate at 59 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/39,2024-12-22T23:18:05.321085,2025-11-24T23:18:05.321090,158,0.9025628740269223,0.919405448512438
CBS_Nepal - Census Report: Environment Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Environment Census Analysis 2024 Statistical analysis completed.,environment,neutral,CBS_Nepal,https://cbs.nepal/report/40,2025-08-09T23:18:05.321103,2025-11-24T23:18:05.321108,31,0.9437503926673286,0.9097242633499041
CBS_Nepal - Census Report: Employment Census Analysis 2024,Labor force data indicates significant growth. 14755 employed persons across 5 sectors. Unemployment rate stands at 50%.,CBS_Nepal Census Report Employment Census Analysis 2024 Labor force data indicates significant growth. 14755 employed persons across 5 sectors. Unemployment rate stands at 50%.,employment,neutral,CBS_Nepal,https://cbs.nepal/report/41,2025-06-15T23:18:05.321124,2025-11-24T23:18:05.321129,120,0.9504368781218262,0.9625566766632895
CBS_Nepal - Census Report: Education Census Analysis 2024,Education statistics reveal moderate progress. 91238 schools educate 408269 students. Literacy rate achieved 54% in target areas.,CBS_Nepal Census Report Education Census Analysis 2024 Education statistics reveal moderate progress. 91238 schools educate 408269 students. Literacy rate achieved 54% in target areas.,education,neutral,CBS_Nepal,https://cbs.nepal/report/42,2025-02-13T23:18:05.321145,2025-11-24T23:18:05.321150,129,0.9358385011232363,0.9899090624061538
CBS_Nepal - Census Report: Environment Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Environment Census Analysis 2024 Statistical analysis completed.,environment,neutral,CBS_Nepal,https://cbs.nepal/report/43,2025-05-21T23:18:05.321164,2025-11-24T23:18:05.321182,31,0.8532974083193399,0.9180804003753685
CBS_Nepal - Census Report: Environment Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Environment Census Analysis 2024 Statistical analysis completed.,environment,neutral,CBS_Nepal,https://cbs.nepal/report/44,2025-08-08T23:18:05.321195,2025-11-24T23:18:05.321200,31,0.8510964692778802,0.9425879090698803
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show substantial improvement. 92260 health facilities serve 4681555 population. Maternal mortality rate at 69 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show substantial improvement. 92260 health facilities serve 4681555 population. Maternal mortality rate at 69 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/45,2025-08-07T23:18:05.321217,2025-11-24T23:18:05.321222,158,0.8797746998185844,0.9694817859205295
CBS_Nepal - Census Report: Agriculture Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Agriculture Census Analysis 2024 Statistical analysis completed.,agriculture,neutral,CBS_Nepal,https://cbs.nepal/report/46,2025-10-11T23:18:05.321236,2025-11-24T23:18:05.321242,31,0.9358787915621558,0.9554121187172103
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show significant improvement. 18162 health facilities serve 1495166 population. Maternal mortality rate at 92 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show significant improvement. 18162 health facilities serve 1495166 population. Maternal mortality rate at 92 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/47,2025-11-20T23:18:05.321259,2025-11-24T23:18:05.321265,158,0.9610319736812082,0.9536719550680481
CBS_Nepal - Census Report: Education Census Analysis 2024,Education statistics reveal moderate progress. 51446 schools educate 712403 students. Literacy rate achieved 61% in target areas.,CBS_Nepal Census Report Education Census Analysis 2024 Education statistics reveal moderate progress. 51446 schools educate 712403 students. Literacy rate achieved 61% in target areas.,education,neutral,CBS_Nepal,https://cbs.nepal/report/48,2025-05-08T23:18:05.321280,2025-11-24T23:18:05.321286,129,0.8675483592863772,0.9082821692343217
CBS_Nepal - Census Report: Agriculture Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Agriculture Census Analysis 2024 Statistical analysis completed.,agriculture,neutral,CBS_Nepal,https://cbs.nepal/report/49,2025-10-07T23:18:05.321300,2025-11-24T23:18:05.321305,31,0.9260574981837472,0.9237550113296134
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show significant improvement. 26003 health facilities serve 2220896 population. Maternal mortality rate at 55 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show significant improvement. 26003 health facilities serve 2220896 population. Maternal mortality rate at 55 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/50,2025-05-15T23:18:05.321321,2025-11-24T23:18:05.321326,158,0.9745560489742368,0.9623497424018015
CBS_Nepal - Census Report: Governance Census Analysis 2024,Administrative efficiency metrics show substantial performance. 4231 service centers serve 154808 citizens. Digital adoption at 71%.,CBS_Nepal Census Report Governance Census Analysis 2024 Administrative efficiency metrics show substantial performance. 4231 service centers serve 154808 citizens. Digital adoption at 71%.,governance,neutral,CBS_Nepal,https://cbs.nepal/report/51,2025-11-16T23:18:05.321344,2025-11-24T23:18:05.321349,132,0.9305421435208664,0.9447803968740004
CBS_Nepal - Census Report: Environment Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Environment Census Analysis 2024 Statistical analysis completed.,environment,neutral,CBS_Nepal,https://cbs.nepal/report/52,2025-04-11T23:18:05.321362,2025-11-24T23:18:05.321367,31,0.96719869408176,0.9361089179823372
CBS_Nepal - Census Report: Social_Welfare Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Social_Welfare Census Analysis 2024 Statistical analysis completed.,social_welfare,neutral,CBS_Nepal,https://cbs.nepal/report/53,2025-01-13T23:18:05.321383,2025-11-24T23:18:05.321388,31,0.864946400069571,0.94962670582085
CBS_Nepal - Census Report: Social_Welfare Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Social_Welfare Census Analysis 2024 Statistical analysis completed.,social_welfare,neutral,CBS_Nepal,https://cbs.nepal/report/54,2025-04-19T23:18:05.321404,2025-11-24T23:18:05.321409,31,0.9494945493971005,0.9629920792415616
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show moderate improvement. 18341 health facilities serve 858411 population. Maternal mortality rate at 73 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show moderate improvement. 18341 health facilities serve 858411 population. Maternal mortality rate at 73 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/55,2025-04-27T23:18:05.321426,2025-11-24T23:18:05.321432,154,0.9386522731089669,0.9587073228090216
CBS_Nepal - Census Report: Employment Census Analysis 2024,Labor force data indicates substantial growth. 75093 employed persons across 8 sectors. Unemployment rate stands at 72%.,CBS_Nepal Census Report Employment Census Analysis 2024 Labor force data indicates substantial growth. 75093 employed persons across 8 sectors. Unemployment rate stands at 72%.,employment,neutral,CBS_Nepal,https://cbs.nepal/report/56,2025-06-20T23:18:05.321448,2025-11-24T23:18:05.321454,120,0.9374380876918555,0.9125404443249934
CBS_Nepal - Census Report: Agriculture Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Agriculture Census Analysis 2024 Statistical analysis completed.,agriculture,neutral,CBS_Nepal,https://cbs.nepal/report/57,2025-04-25T23:18:05.321468,2025-11-24T23:18:05.321474,31,0.914514352937664,0.986224469358746
CBS_Nepal - Census Report: Environment Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Environment Census Analysis 2024 Statistical analysis completed.,environment,neutral,CBS_Nepal,https://cbs.nepal/report/58,2025-03-30T23:18:05.321489,2025-11-24T23:18:05.321495,31,0.9355391488975614,0.9833914969044351
CBS_Nepal - Census Report: Employment Census Analysis 2024,Labor force data indicates substantial growth. 85110 employed persons across 5 sectors. Unemployment rate stands at 67%.,CBS_Nepal Census Report Employment Census Analysis 2024 Labor force data indicates substantial growth. 85110 employed persons across 5 sectors. Unemployment rate stands at 67%.,employment,neutral,CBS_Nepal,https://cbs.nepal/report/59,2025-01-09T23:18:05.321511,2025-11-24T23:18:05.321517,120,0.9205621020229291,0.911556499478196
CBS_Nepal - Census Report: Employment Census Analysis 2024,Labor force data indicates moderate growth. 37585 employed persons across 12 sectors. Unemployment rate stands at 56%.,CBS_Nepal Census Report Employment Census Analysis 2024 Labor force data indicates moderate growth. 37585 employed persons across 12 sectors. Unemployment rate stands at 56%.,employment,neutral,CBS_Nepal,https://cbs.nepal/report/60,2024-11-27T23:18:05.321534,2025-11-24T23:18:05.321539,118,0.882611323416987,0.9461719329135904
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show moderate improvement. 19523 health facilities serve 4424976 population. Maternal mortality rate at 90 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show moderate improvement. 19523 health facilities serve 4424976 population. Maternal mortality rate at 90 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/61,2025-01-15T23:18:05.321556,2025-11-24T23:18:05.321562,155,0.9474859695627568,0.9139150538518206
CBS_Nepal - Census Report: Health Census Analysis 2024,"Population health indicators show substantial improvement. 74886 health facilities serve 339798 population. Maternal mortality rate at 58 per 100,000 births.","CBS_Nepal Census Report Health Census Analysis 2024 Population health indicators show substantial improvement. 74886 health facilities serve 339798 population. Maternal mortality rate at 58 per 100,000 births.",health,neutral,CBS_Nepal,https://cbs.nepal/report/62,2025-01-01T23:18:05.321579,2025-11-24T23:18:05.321584,157,0.9129727561521458,0.9830925306740524
CBS_Nepal - Census Report: Governance Census Analysis 2024,Administrative efficiency metrics show substantial performance. 25304 service centers serve 4411566 citizens. Digital adoption at 72%.,CBS_Nepal Census Report Governance Census Analysis 2024 Administrative efficiency metrics show substantial performance. 25304 service centers serve 4411566 citizens. Digital adoption at 72%.,governance,neutral,CBS_Nepal,https://cbs.nepal/report/63,2025-07-04T23:18:05.321601,2025-11-24T23:18:05.321607,134,0.8665278241374841,0.9520892819074183
CBS_Nepal - Census Report: Social_Welfare Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Social_Welfare Census Analysis 2024 Statistical analysis completed.,social_welfare,neutral,CBS_Nepal,https://cbs.nepal/report/64,2025-08-12T23:18:05.321621,2025-11-24T23:18:05.321627,31,0.9769636846130206,0.9229545294644445
CBS_Nepal - Census Report: Education Census Analysis 2024,Education statistics reveal substantial progress. 16248 schools educate 3891470 students. Literacy rate achieved 91% in target areas.,CBS_Nepal Census Report Education Census Analysis 2024 Education statistics reveal substantial progress. 16248 schools educate 3891470 students. Literacy rate achieved 91% in target areas.,education,neutral,CBS_Nepal,https://cbs.nepal/report/65,2025-06-25T23:18:05.321644,2025-11-24T23:18:05.321649,133,0.9009028382936344,0.9216016102971831
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/66,2025-09-29T23:18:05.321667,2025-11-24T23:18:05.321673,31,0.958467775568564,0.9060282296360257
CBS_Nepal - Census Report: Governance Census Analysis 2024,Administrative efficiency metrics show moderate performance. 32854 service centers serve 1299234 citizens. Digital adoption at 90%.,CBS_Nepal Census Report Governance Census Analysis 2024 Administrative efficiency metrics show moderate performance. 32854 service centers serve 1299234 citizens. Digital adoption at 90%.,governance,neutral,CBS_Nepal,https://cbs.nepal/report/67,2025-04-17T23:18:05.321690,2025-11-24T23:18:05.321695,131,0.9002340691287791,0.9010159852822026
CBS_Nepal - Census Report: Infrastructure Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Infrastructure Census Analysis 2024 Statistical analysis completed.,infrastructure,neutral,CBS_Nepal,https://cbs.nepal/report/68,2024-11-25T23:18:05.321710,2025-11-24T23:18:05.321716,31,0.9752248560449039,0.9116067098691223
CBS_Nepal - Census Report: Education Census Analysis 2024,Education statistics reveal moderate progress. 19752 schools educate 3027382 students. Literacy rate achieved 83% in target areas.,CBS_Nepal Census Report Education Census Analysis 2024 Education statistics reveal moderate progress. 19752 schools educate 3027382 students. Literacy rate achieved 83% in target areas.,education,neutral,CBS_Nepal,https://cbs.nepal/report/69,2025-11-15T23:18:05.321733,2025-11-24T23:18:05.321738,130,0.9631840479485203,0.936769602670701
CBS_Nepal - Census Report: Governance Census Analysis 2024,Administrative efficiency metrics show moderate performance. 14497 service centers serve 1900562 citizens. Digital adoption at 67%.,CBS_Nepal Census Report Governance Census Analysis 2024 Administrative efficiency metrics show moderate performance. 14497 service centers serve 1900562 citizens. Digital adoption at 67%.,governance,neutral,CBS_Nepal,https://cbs.nepal/report/70,2025-08-28T23:18:05.321755,2025-11-24T23:18:05.321761,131,0.8852221395282668,0.9174438009676121
CBS_Nepal - Census Report: Agriculture Census Analysis 2024,Statistical analysis completed.,CBS_Nepal Census Report Agriculture Census Analysis 2024 Statistical analysis completed.,agriculture,neutral,CBS_Nepal,https://cbs.nepal/report/71,2025-06-21T23:18:05.321775,2025-11-24T23:18:05.321780,31,0.8759442701275234,0.9390337545118117
CBS_Nepal - Census Report: Employment Census Analysis 2024,Labor force data indicates moderate growth. 9978 employed persons across 16 sectors. Unemployment rate stands at 92%.,CBS_Nepal Census Report Employment Census Analysis 2024 Labor force data indicates moderate growth. 9978 employed persons across 16 sectors. Unemployment rate stands at 92%.,employment,neutral,CBS_Nepal,https://cbs.nepal/report/72,2025-05-25T23:18:05.321797,2025-11-24T23:18:05.321802,117,0.8958664178522799,0.9236480365333184
